slug	file_count	files	locations
testing	28	docs/automation\analyze_test_hardening.md,docs/automation\classify_monkey_patches.md,docs/automation\collect_test_log_reports.md,docs/automation\configure_faulthandler_runtime.md,docs/automation\diff_standards_index.md,docs/automation\dump_faulthandler_snapshot.md,docs/automation\extract_standards_rules.md,docs/automation\generate_anchor_health_report.md,docs/automation\generate_code_doc_churn_report.md,docs/automation\generate_dependency_hygiene_report.md,docs/automation\generate_import_graph_report.md,docs/automation\generate_standards_index.md,docs/automation\generate_test_coverage_inventory.md,docs/automation\generate_test_log_health_report.md,docs/automation\generate_typecheck_report.md,docs/automation\render_inventory_views.md,docs/automation\run_fault_pipeline.md,docs/automation\run_pytest_log_capture.md,docs/automation\run_standards_index_cli.md,docs/automation\scan_code_placeholders.md,docs/automation\scan_monkey_patches.md,docs/automation\seed_standards_prompts.md,docs/automation\summarize_standards.md,docs/automation\validate_import_boundaries.md,docs/automation\validate_inventory.md,docs/automation\validate_markdown_anchors.md,docs/automation\validate_metrics_anchor_stubs.md,docs/pipeline\tier3_index\IMPLEMENTATION_SUMMARY.md	docs/automation\analyze_test_hardening.md:47;docs/automation\classify_monkey_patches.md:73;docs/automation\collect_test_log_reports.md:79;docs/automation\configure_faulthandler_runtime.md:46;docs/automation\diff_standards_index.md:98;docs/automation\dump_faulthandler_snapshot.md:44;docs/automation\extract_standards_rules.md:86;docs/automation\generate_anchor_health_report.md:40;docs/automation\generate_code_doc_churn_report.md:81;docs/automation\generate_dependency_hygiene_report.md:81;docs/automation\generate_import_graph_report.md:82;docs/automation\generate_standards_index.md:68;docs/automation\generate_test_coverage_inventory.md:112;docs/automation\generate_test_log_health_report.md:94;docs/automation\generate_typecheck_report.md:84;docs/automation\render_inventory_views.md:58;docs/automation\run_fault_pipeline.md:70;docs/automation\run_pytest_log_capture.md:84;docs/automation\run_standards_index_cli.md:29;docs/automation\scan_code_placeholders.md:92;docs/automation\scan_monkey_patches.md:90;docs/automation\seed_standards_prompts.md:55;docs/automation\summarize_standards.md:49;docs/automation\validate_import_boundaries.md:55;docs/automation\validate_inventory.md:46;docs/automation\validate_markdown_anchors.md:70;docs/automation\validate_metrics_anchor_stubs.md:78;docs/pipeline\tier3_index\IMPLEMENTATION_SUMMARY.md:215
purpose	27	docs/automation\aggregate_docs_health_signals.md,docs/automation\analyze_test_hardening.md,docs/automation\classify_monkey_patches.md,docs/automation\collect_test_log_reports.md,docs/automation\extract_standards_rules.md,docs/automation\generate_anchor_health_report.md,docs/automation\generate_anchor_inventory.md,docs/automation\generate_code_doc_churn_report.md,docs/automation\generate_dependency_hygiene_report.md,docs/automation\generate_import_graph_report.md,docs/automation\generate_standards_index.md,docs/automation\generate_test_coverage_inventory.md,docs/automation\generate_test_log_health_report.md,docs/automation\healthview_onboarding.md,docs/automation\orchestrator_legacy_cleanup_checklist.md,docs/automation\refresh_mypy_baselines.md,docs/automation\scan_code_placeholders.md,docs/automation\scan_monkey_patches.md,docs/automation\seed_standards_prompts.md,docs/automation\summarize_standards.md,docs/automation\traceability\aggregator_dependency_audit.md,docs/automation\traceability\fault_pipeline_aggregator_plan.md,docs/automation\validate_import_boundaries.md,docs/automation\validate_markdown_anchors.md,docs/automation\validate_metrics_anchor_stubs.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_11_1_implementation_plan.md,docs/standards\global\std-global-prompt-engineering.md	docs/automation\aggregate_docs_health_signals.md:3;docs/automation\analyze_test_hardening.md:5;docs/automation\classify_monkey_patches.md:5;docs/automation\collect_test_log_reports.md:24;docs/automation\extract_standards_rules.md:5;docs/automation\generate_anchor_health_report.md:3;docs/automation\generate_anchor_inventory.md:5;docs/automation\generate_code_doc_churn_report.md:23;docs/automation\generate_dependency_hygiene_report.md:23;docs/automation\generate_import_graph_report.md:24;docs/automation\generate_standards_index.md:5;docs/automation\generate_test_coverage_inventory.md:20;docs/automation\generate_test_log_health_report.md:24;docs/automation\healthview_onboarding.md:5;docs/automation\orchestrator_legacy_cleanup_checklist.md:5;docs/automation\refresh_mypy_baselines.md:3;docs/automation\scan_code_placeholders.md:25;docs/automation\scan_monkey_patches.md:26;docs/automation\seed_standards_prompts.md:5;docs/automation\summarize_standards.md:5;docs/automation\traceability\aggregator_dependency_audit.md:3;docs/automation\traceability\fault_pipeline_aggregator_plan.md:9;docs/automation\validate_import_boundaries.md:5;docs/automation\validate_markdown_anchors.md:19;docs/automation\validate_metrics_anchor_stubs.md:19;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_11_1_implementation_plan.md:10;docs/standards\global\std-global-prompt-engineering.md:29
invocation	23	docs/automation\analyze_test_hardening.md,docs/automation\classify_monkey_patches.md,docs/automation\collect_test_log_reports.md,docs/automation\extract_standards_rules.md,docs/automation\generate_dependency_hygiene_report.md,docs/automation\generate_import_graph_report.md,docs/automation\generate_lizard_report.md,docs/automation\generate_standards_index.md,docs/automation\generate_test_coverage_inventory.md,docs/automation\generate_typecheck_report.md,docs/automation\refresh_mypy_baselines.md,docs/automation\render_inventory_views.md,docs/automation\run_fault_pipeline.md,docs/automation\run_pytest_log_capture.md,docs/automation\scan_code_placeholders.md,docs/automation\scan_monkey_patches.md,docs/automation\seed_standards_prompts.md,docs/automation\summarize_standards.md,docs/automation\validate_import_boundaries.md,docs/automation\validate_inventory.md,docs/automation\validate_markdown_anchors.md,docs/automation\validate_metrics_anchor_stubs.md,docs/automation\verify_docs_integrity.md	docs/automation\analyze_test_hardening.md:9;docs/automation\classify_monkey_patches.md:28;docs/automation\collect_test_log_reports.md:28;docs/automation\extract_standards_rules.md:50;docs/automation\generate_dependency_hygiene_report.md:30;docs/automation\generate_import_graph_report.md:37;docs/automation\generate_lizard_report.md:46;docs/automation\generate_standards_index.md:9;docs/automation\generate_test_coverage_inventory.md:30;docs/automation\generate_typecheck_report.md:35;docs/automation\refresh_mypy_baselines.md:9;docs/automation\render_inventory_views.md:22;docs/automation\run_fault_pipeline.md:15;docs/automation\run_pytest_log_capture.md:23;docs/automation\scan_code_placeholders.md:29;docs/automation\scan_monkey_patches.md:32;docs/automation\seed_standards_prompts.md:9;docs/automation\summarize_standards.md:14;docs/automation\validate_import_boundaries.md:9;docs/automation\validate_inventory.md:5;docs/automation\validate_markdown_anchors.md:26;docs/automation\validate_metrics_anchor_stubs.md:28;docs/automation\verify_docs_integrity.md:21
outputs	23	docs/automation\analyze_test_hardening.md,docs/automation\classify_monkey_patches.md,docs/automation\collect_test_log_reports.md,docs/automation\diff_standards_index.md,docs/automation\generate_code_doc_churn_report.md,docs/automation\generate_dependency_hygiene_report.md,docs/automation\generate_import_graph_report.md,docs/automation\generate_standards_index.md,docs/automation\generate_test_coverage_inventory.md,docs/automation\generate_test_log_health_report.md,docs/automation\refresh_mypy_baselines.md,docs/automation\render_inventory_views.md,docs/automation\run_fault_pipeline.md,docs/automation\run_pytest_log_capture.md,docs/automation\scan_code_placeholders.md,docs/automation\scan_monkey_patches.md,docs/automation\seed_standards_prompts.md,docs/automation\summarize_standards.md,docs/automation\validate_import_boundaries.md,docs/automation\validate_inventory.md,docs/automation\validate_markdown_anchors.md,docs/automation\validate_metrics_anchor_stubs.md,docs/playbooks\playbook-memory-refresh.md	docs/automation\analyze_test_hardening.md:30;docs/automation\classify_monkey_patches.md:55;docs/automation\collect_test_log_reports.md:53;docs/automation\diff_standards_index.md:83;docs/automation\generate_code_doc_churn_report.md:46;docs/automation\generate_dependency_hygiene_report.md:53;docs/automation\generate_import_graph_report.md:60;docs/automation\generate_standards_index.md:41;docs/automation\generate_test_coverage_inventory.md:88;docs/automation\generate_test_log_health_report.md:52;docs/automation\refresh_mypy_baselines.md:27;docs/automation\render_inventory_views.md:38;docs/automation\run_fault_pipeline.md:56;docs/automation\run_pytest_log_capture.md:55;docs/automation\scan_code_placeholders.md:58;docs/automation\scan_monkey_patches.md:63;docs/automation\seed_standards_prompts.md:32;docs/automation\summarize_standards.md:28;docs/automation\validate_import_boundaries.md:30;docs/automation\validate_inventory.md:22;docs/automation\validate_markdown_anchors.md:46;docs/automation\validate_metrics_anchor_stubs.md:53;docs/playbooks\playbook-memory-refresh.md:64
update-log	23	docs/automation\check_inventory_health.md,docs/automation\collect_faulthandler_reports.md,docs/automation\diff_standards_index.md,docs/automation\generate_doc_index.md,docs/automation\generate_import_graph_report.md,docs/automation\generate_lizard_report.md,docs/automation\generate_typecheck_report.md,docs/automation\generate_undocumented_logic_report.md,docs/automation\reviews\standards_integrity_output_review-2026-01-21.md,docs/automation\scan_monkey_patches.md,docs/automation\validate_markdown_anchors.md,docs/db_integrations\README.md,docs/pipeline\README.md,docs/pipeline\checkbox_report\outputs\checkbox_report.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\docstring_compliance_plan.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_11_1_implementation_plan.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_2_1_docs_health_expectations_temp.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_3_1_implementation_plan.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\README.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_onboarding_tools_roster.md,docs/pipeline\healthview_orchestration_pipeline\workflows\healthview_agent_loop_implementation_plan.md,docs/pipeline\pipeline_doc_map.md,docs/templates\meta_prompt_markdown_lint_hygiene.md	docs/automation\check_inventory_health.md:101;docs/automation\collect_faulthandler_reports.md:115;docs/automation\diff_standards_index.md:102;docs/automation\generate_doc_index.md:86;docs/automation\generate_import_graph_report.md:87;docs/automation\generate_lizard_report.md:81;docs/automation\generate_typecheck_report.md:90;docs/automation\generate_undocumented_logic_report.md:88;docs/automation\reviews\standards_integrity_output_review-2026-01-21.md:534;docs/automation\scan_monkey_patches.md:104;docs/automation\validate_markdown_anchors.md:87;docs/db_integrations\README.md:44;docs/pipeline\README.md:142;docs/pipeline\checkbox_report\outputs\checkbox_report.md:133;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\docstring_compliance_plan.md:392;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_11_1_implementation_plan.md:173;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_2_1_docs_health_expectations_temp.md:361;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_3_1_implementation_plan.md:418;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\README.md:46;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_onboarding_tools_roster.md:220;docs/pipeline\healthview_orchestration_pipeline\workflows\healthview_agent_loop_implementation_plan.md:492;docs/pipeline\pipeline_doc_map.md:158;docs/templates\meta_prompt_markdown_lint_hygiene.md:174
goals	17	docs/automation\check_inventory_health.md,docs/automation\ci_metrics_checks.md,docs/automation\collect_faulthandler_reports.md,docs/automation\diff_standards_index.md,docs/automation\generate_doc_index.md,docs/automation\generate_lizard_report.md,docs/automation\generate_typecheck_report.md,docs/automation\generate_undocumented_logic_report.md,docs/automation\reviews\standards_integrity_output_review-2026-01-21.md,docs/automation\standards-extraction-spec.md,docs/db_integrations\README.md,docs/pipeline\README.md,docs/pipeline\checkbox_report\outputs\checkbox_report.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_2_1_docs_health_expectations_temp.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\README.md,docs/pipeline\healthview_orchestration_pipeline\workflows\healthview_agent_loop_implementation_plan.md,docs/pipeline\pipeline_doc_map.md	docs/automation\check_inventory_health.md:21;docs/automation\ci_metrics_checks.md:7;docs/automation\collect_faulthandler_reports.md:23;docs/automation\diff_standards_index.md:29;docs/automation\generate_doc_index.md:20;docs/automation\generate_lizard_report.md:23;docs/automation\generate_typecheck_report.md:20;docs/automation\generate_undocumented_logic_report.md:24;docs/automation\reviews\standards_integrity_output_review-2026-01-21.md:23;docs/automation\standards-extraction-spec.md:27;docs/db_integrations\README.md:16;docs/pipeline\README.md:33;docs/pipeline\checkbox_report\outputs\checkbox_report.md:23;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_2_1_docs_health_expectations_temp.md:36;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\README.md:31;docs/pipeline\healthview_orchestration_pipeline\workflows\healthview_agent_loop_implementation_plan.md:43;docs/pipeline\pipeline_doc_map.md:31
operational-notes	16	docs/automation\analyze_test_hardening.md,docs/automation\classify_monkey_patches.md,docs/automation\collect_test_log_reports.md,docs/automation\generate_dependency_hygiene_report.md,docs/automation\generate_standards_index.md,docs/automation\generate_test_coverage_inventory.md,docs/automation\healthview_onboarding.md,docs/automation\run_pytest_log_capture.md,docs/automation\run_standards_index_cli.md,docs/automation\scan_code_placeholders.md,docs/automation\scan_monkey_patches.md,docs/automation\seed_standards_prompts.md,docs/automation\validate_import_boundaries.md,docs/automation\validate_markdown_anchors.md,docs/automation\validate_metrics_anchor_stubs.md,docs/directory_layout.md	docs/automation\analyze_test_hardening.md:53;docs/automation\classify_monkey_patches.md:77;docs/automation\collect_test_log_reports.md:85;docs/automation\generate_dependency_hygiene_report.md:86;docs/automation\generate_standards_index.md:73;docs/automation\generate_test_coverage_inventory.md:118;docs/automation\healthview_onboarding.md:105;docs/automation\run_pytest_log_capture.md:94;docs/automation\run_standards_index_cli.md:40;docs/automation\scan_code_placeholders.md:98;docs/automation\scan_monkey_patches.md:96;docs/automation\seed_standards_prompts.md:61;docs/automation\validate_import_boundaries.md:61;docs/automation\validate_markdown_anchors.md:78;docs/automation\validate_metrics_anchor_stubs.md:85;docs/directory_layout.md:25
0-instruction-block-for-editors-ai-assistants	15	docs/pipeline\healthview_orchestration_pipeline\tier1_healthview_orchestration_pipeline.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_orchestrator_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_onboarding_tools_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md,docs/pipeline\pipeline_templates\tier1_pipeline_template.md,docs/pipeline\pipeline_templates\tier2_pipeline_template.md,docs/pipeline\pipeline_templates\tier3_pipeline_template.md	docs/pipeline\healthview_orchestration_pipeline\tier1_healthview_orchestration_pipeline.md:35;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_orchestrator_roster.md:55;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md:51;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md:48;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md:48;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md:49;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md:49;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md:45;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md:46;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_onboarding_tools_roster.md:51;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md:46;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md:51;docs/pipeline\pipeline_templates\tier1_pipeline_template.md:9;docs/pipeline\pipeline_templates\tier2_pipeline_template.md:32;docs/pipeline\pipeline_templates\tier3_pipeline_template.md:36
system-context	15	docs/automation\check_inventory_health.md,docs/automation\collect_faulthandler_reports.md,docs/automation\diff_standards_index.md,docs/automation\generate_doc_index.md,docs/automation\generate_lizard_report.md,docs/automation\generate_typecheck_report.md,docs/automation\generate_undocumented_logic_report.md,docs/automation\reviews\standards_integrity_output_review-2026-01-21.md,docs/db_integrations\README.md,docs/pipeline\README.md,docs/pipeline\checkbox_report\outputs\checkbox_report.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_2_1_docs_health_expectations_temp.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\README.md,docs/pipeline\healthview_orchestration_pipeline\workflows\healthview_agent_loop_implementation_plan.md,docs/pipeline\pipeline_doc_map.md	docs/automation\check_inventory_health.md:27;docs/automation\collect_faulthandler_reports.md:29;docs/automation\diff_standards_index.md:34;docs/automation\generate_doc_index.md:25;docs/automation\generate_lizard_report.md:29;docs/automation\generate_typecheck_report.md:26;docs/automation\generate_undocumented_logic_report.md:30;docs/automation\reviews\standards_integrity_output_review-2026-01-21.md:29;docs/db_integrations\README.md:21;docs/pipeline\README.md:42;docs/pipeline\checkbox_report\outputs\checkbox_report.md:29;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_2_1_docs_health_expectations_temp.md:76;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\README.md:36;docs/pipeline\healthview_orchestration_pipeline\workflows\healthview_agent_loop_implementation_plan.md:51;docs/pipeline\pipeline_doc_map.md:37
agent-instructions	13	docs/automation\check_inventory_health.md,docs/automation\collect_faulthandler_reports.md,docs/automation\diff_standards_index.md,docs/automation\generate_doc_index.md,docs/automation\generate_lizard_report.md,docs/automation\generate_typecheck_report.md,docs/automation\generate_undocumented_logic_report.md,docs/automation\reviews\standards_integrity_output_review-2026-01-21.md,docs/db_integrations\README.md,docs/pipeline\README.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_2_1_docs_health_expectations_temp.md,docs/pipeline\healthview_orchestration_pipeline\workflows\healthview_agent_loop_implementation_plan.md,docs/pipeline\pipeline_doc_map.md	docs/automation\check_inventory_health.md:55;docs/automation\collect_faulthandler_reports.md:48;docs/automation\diff_standards_index.md:44;docs/automation\generate_doc_index.md:31;docs/automation\generate_lizard_report.md:40;docs/automation\generate_typecheck_report.md:78;docs/automation\generate_undocumented_logic_report.md:35;docs/automation\reviews\standards_integrity_output_review-2026-01-21.md:47;docs/db_integrations\README.md:38;docs/pipeline\README.md:88;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_2_1_docs_health_expectations_temp.md:327;docs/pipeline\healthview_orchestration_pipeline\workflows\healthview_agent_loop_implementation_plan.md:83;docs/pipeline\pipeline_doc_map.md:115
